,churned1,CLIENTNUM,Months_on_book,Gender,Card_Category,Income_Category,Customer_Age,Marital_Status,Credit_Limit
2292,1,709164408,23,M,Blue,Less than $40K,32,Married,2218.0
2294,1,719427333,36,M,Blue,$60K - $80K,55,Married,2252.0
2296,1,709785783,25,F,Blue,Less than $40K,35,Single,2300.0
2325,1,808909008,56,M,Blue,Less than $40K,61,Married,1438.3
2328,1,720185058,36,M,Blue,$60K - $80K,46,Married,4267.0
2340,1,710241858,31,F,Blue,Less than $40K,39,Married,2890.0
2344,1,716029158,36,M,Blue,$60K - $80K,59,Married,4230.0
2357,1,708664008,45,M,Blue,$80K - $120K,57,Married,14270.0
2403,1,719470458,39,M,Blue,$80K - $120K,46,Single,4026.0
2414,1,714412308,36,M,Blue,$80K - $120K,33,Married,7140.0
2419,1,721467258,36,M,Blue,$40K - $60K,58,Married,2165.0
2432,1,798022683,37,M,Blue,$80K - $120K,43,Married,25517.0
2464,1,779174133,43,M,Blue,$120K +,56,Married,5188.0
2477,1,790004883,47,M,Blue,$80K - $120K,55,Married,2938.0
2501,1,788783133,39,F,Blue,Less than $40K,58,Married,6679.0
2509,1,771649083,51,M,Blue,$80K - $120K,63,Married,10257.0
2518,1,717124983,43,F,Blue,$40K - $60K,62,Married,4760.0
2521,1,709897983,24,F,Blue,$40K - $60K,35,Married,2655.0
2551,1,773270058,50,M,Blue,$80K - $120K,57,Married,13427.0
2554,1,720693033,36,M,Blue,$60K - $80K,33,Married,8925.0
2575,1,772935108,38,M,Silver,$80K - $120K,47,Divorced,34516.0
2577,1,721502958,42,M,Blue,$120K +,54,Married,3251.0
2619,1,789963033,45,F,Blue,Less than $40K,54,Single,1438.3
2633,1,719336583,44,M,Blue,$120K +,55,Married,27745.0
2643,1,709121283,36,M,Blue,Less than $40K,54,Married,1556.0
2671,1,827984658,45,M,Blue,$80K - $120K,49,Married,23870.0
2680,1,716331408,36,F,Blue,Less than $40K,52,Married,2143.0
2686,1,787430733,41,F,Blue,$40K - $60K,56,Married,2771.0
2710,1,789266208,45,M,Blue,$80K - $120K,56,Married,5920.0
2739,1,710524533,36,F,Blue,$40K - $60K,38,Married,4913.0
2754,1,711291558,36,M,Blue,$60K - $80K,27,Single,2464.0
2768,1,716875083,36,F,Blue,$40K - $60K,26,Single,4152.0
2785,1,709413933,40,M,Blue,$40K - $60K,56,Single,2381.0
2808,1,721385433,51,M,Blue,Less than $40K,64,Married,2787.0
2815,1,820020258,46,F,Blue,$40K - $60K,55,Single,5379.0
2826,1,787460883,28,M,Blue,$40K - $60K,41,Married,11091.0
2846,1,711835758,42,M,Blue,$120K +,50,Married,34516.0
2849,1,709206333,30,F,Blue,$40K - $60K,44,Single,4333.0
2870,1,772273983,37,M,Blue,$40K - $60K,48,Single,5268.0
2873,1,719902908,36,M,Blue,$80K - $120K,51,Married,5130.0
2875,1,708193008,30,M,Blue,$80K - $120K,41,Single,14480.0
2892,1,709163358,32,M,Gold,$60K - $80K,41,Single,34516.0
2898,1,719836083,36,M,Blue,$60K - $80K,54,Married,7477.0
2946,1,771073908,48,M,Blue,$40K - $60K,62,Married,1438.3
2977,1,713110908,13,M,Blue,Less than $40K,30,Married,2607.0
2983,1,778908783,33,M,Blue,$80K - $120K,52,Married,27751.0
3011,1,708112008,36,M,Blue,$80K - $120K,56,Married,23510.0
3014,1,815062383,30,F,Blue,Less than $40K,35,Married,4549.0
3016,1,720725058,37,F,Blue,Less than $40K,51,Single,7176.0
3025,1,711935283,47,M,Blue,$80K - $120K,55,Single,1438.3
3026,1,716950758,36,M,Blue,$60K - $80K,46,Married,8017.0
3033,1,787565433,43,M,Blue,$80K - $120K,53,Married,4039.0
3086,1,720508233,42,M,Silver,$40K - $60K,62,Single,17161.0
3094,1,716387733,36,M,Blue,$60K - $80K,49,Single,5662.0
3123,1,788739633,16,M,Blue,$120K +,38,Married,2106.0
3134,1,715858008,39,F,Blue,$40K - $60K,49,Married,8061.0
3148,1,813053733,48,M,Blue,$120K +,53,Single,34516.0
3167,1,772000533,48,M,Blue,$60K - $80K,59,Married,14257.0
3168,1,811035483,42,M,Silver,$120K +,47,Divorced,34516.0
3171,1,807593058,36,F,Blue,$40K - $60K,41,Single,5317.0
3197,1,719099583,34,M,Blue,$40K - $60K,42,Married,1640.0
3199,1,710654808,36,M,Blue,$80K - $120K,46,Single,1818.0
3204,1,711196458,20,F,Blue,Less than $40K,38,Married,1621.0
3218,1,709224033,43,M,Blue,$60K - $80K,53,Single,13720.0
3227,1,804673308,44,M,Blue,$40K - $60K,49,Married,3893.0
3234,1,767784708,41,M,Blue,$60K - $80K,48,Married,7277.0
3285,1,717242058,39,F,Blue,Less than $40K,43,Married,3981.0
3306,1,721233033,38,M,Blue,$80K - $120K,50,Single,4915.0
3310,1,779502333,32,M,Silver,$120K +,50,Single,34516.0
3321,1,789964983,36,M,Blue,$40K - $60K,45,Divorced,9569.0
3328,1,709297608,26,M,Blue,$80K - $120K,38,Single,1438.3
3333,1,827055333,39,M,Blue,$40K - $60K,43,Single,8513.0
3354,1,714629358,34,F,Blue,$40K - $60K,54,Divorced,4948.0
3362,1,711538758,36,M,Blue,$60K - $80K,39,Single,24657.0
3363,1,719987733,38,F,Blue,$40K - $60K,51,Single,5026.0
3367,1,789713208,50,F,Blue,Less than $40K,62,Single,2936.0
3370,1,715371108,40,M,Blue,$80K - $120K,45,Married,3728.0
3376,1,796903083,36,F,Blue,$40K - $60K,47,Married,1438.3
3382,1,772137183,41,M,Blue,$120K +,52,Single,31668.0
3388,1,714973758,36,F,Blue,Less than $40K,50,Single,1438.3
3398,1,812449758,38,M,Blue,$60K - $80K,43,Single,12254.0
3418,1,815085708,55,F,Blue,$40K - $60K,60,Single,10882.0
3424,1,715485483,36,F,Blue,Less than $40K,39,Married,3664.0
3436,1,794560833,31,F,Blue,$40K - $60K,47,Married,5496.0
3437,1,718197108,36,M,Blue,$80K - $120K,54,Single,12342.0
3452,1,711079308,27,M,Blue,$60K - $80K,40,Married,15186.0
3472,1,711205758,33,M,Silver,$80K - $120K,45,Single,34516.0
3490,1,756629133,54,F,Blue,Less than $40K,61,Single,2721.0
3501,1,826471458,38,M,Blue,Less than $40K,42,Married,6967.0
3520,1,716944983,36,M,Blue,$120K +,61,Married,24172.0
3533,1,771776808,33,M,Blue,$40K - $60K,44,Married,1527.0
3555,1,789365508,39,M,Blue,$40K - $60K,49,Divorced,14839.0
3575,1,711843708,36,F,Blue,Less than $40K,61,Divorced,2125.0
3587,1,719604858,31,F,Blue,Less than $40K,45,Married,5941.0
3596,1,827117808,41,M,Blue,$60K - $80K,45,Single,9904.0
3597,1,804462633,38,F,Blue,Less than $40K,43,Divorced,7084.0
3626,1,814459833,37,F,Blue,Less than $40K,42,Single,8017.0
3638,1,737921733,55,F,Blue,Less than $40K,62,Single,1892.0
3653,1,714097683,49,F,Blue,$40K - $60K,55,Married,1809.0
3655,1,708121908,36,M,Blue,$80K - $120K,48,Married,22917.0
3660,1,709435533,41,F,Blue,Less than $40K,53,Single,3099.0
3667,1,719168883,34,F,Blue,Less than $40K,45,Single,5155.0
3687,1,715054683,42,M,Blue,$80K - $120K,50,Single,1645.0
3694,1,803028858,32,F,Blue,Less than $40K,38,Single,3775.0
3710,1,708170508,36,M,Blue,$60K - $80K,38,Married,1438.3
3718,1,719770158,49,F,Blue,Less than $40K,54,Single,8516.0
3726,1,716271183,37,F,Blue,Less than $40K,45,Single,8924.0
3732,1,816261858,56,M,Blue,$40K - $60K,61,Single,3984.0
3766,1,804415083,40,M,Blue,$60K - $80K,45,Married,4097.0
3772,1,711012783,36,M,Blue,$120K +,43,Single,33384.0
3788,1,713730933,36,F,Blue,Less than $40K,53,Married,1438.3
3795,1,712235433,36,F,Blue,Less than $40K,43,Single,2886.0
3798,1,714377058,36,F,Blue,Less than $40K,63,Single,1896.0
3800,1,708654933,42,F,Platinum,Less than $40K,51,Married,15987.0
3806,1,718735908,35,M,Blue,$120K +,47,Single,7015.0
3808,1,804833058,44,M,Blue,$80K - $120K,49,Single,4384.0
3820,1,719602908,34,F,Blue,$40K - $60K,42,Single,5667.0
3835,1,709713033,48,M,Blue,$80K - $120K,55,Single,6846.0
3837,1,708633783,30,M,Blue,$80K - $120K,43,Single,11336.0
3851,1,717840108,41,M,Blue,$80K - $120K,48,Married,4806.0
3859,1,715016508,36,F,Blue,$40K - $60K,42,Married,4527.0
3909,1,712812408,28,F,Blue,Less than $40K,40,Married,1535.0
3915,1,713585958,36,F,Blue,Less than $40K,48,Married,5997.0
3922,1,710493558,38,F,Blue,$40K - $60K,46,Married,1803.0
3936,1,773667708,44,M,Blue,$60K - $80K,50,Divorced,7050.0
3952,1,708386958,34,F,Blue,Less than $40K,47,Married,1561.0
3954,1,718220358,36,M,Blue,$120K +,58,Single,28618.0
3983,1,708834483,29,M,Blue,$80K - $120K,46,Married,17667.0
3988,1,720598308,37,M,Blue,$120K +,47,Single,34516.0
3994,1,712050933,32,M,Blue,$80K - $120K,48,Married,25190.0
4005,1,708687483,36,F,Silver,Less than $40K,54,Single,13626.0
4017,1,768256908,39,M,Blue,Less than $40K,45,Married,8580.0
4021,1,721451208,45,M,Silver,$60K - $80K,54,Single,30540.0
4030,1,718342158,26,F,Blue,Less than $40K,38,Single,4391.0
4033,1,711795633,52,M,Blue,Less than $40K,65,Single,3675.0
4034,1,716654808,39,M,Blue,$120K +,48,Single,24593.0
4036,1,716390958,31,M,Blue,$120K +,45,Married,26107.0
4037,1,716564433,36,F,Blue,Less than $40K,53,Single,4287.0
4068,1,772574283,40,F,Blue,$40K - $60K,50,Married,7191.0
4073,1,714972558,36,F,Blue,Less than $40K,37,Single,1610.0
4083,1,709709283,19,M,Blue,$40K - $60K,38,Single,3458.0
4085,1,780105483,50,F,Blue,Less than $40K,65,Single,1697.0
4087,1,715294083,38,M,Blue,$80K - $120K,46,Single,10309.0
4088,1,710905908,36,M,Blue,$60K - $80K,43,Single,4983.0
4108,1,720846558,36,M,Blue,$80K - $120K,49,Single,34516.0
4116,1,711588708,36,F,Blue,$40K - $60K,50,Married,1438.3
4117,1,714492783,36,F,Blue,Less than $40K,46,Married,1438.3
4142,1,772695033,37,M,Blue,$80K - $120K,47,Single,18800.0
4144,1,708831858,30,F,Blue,Less than $40K,43,Married,4579.0
4151,1,712901283,36,F,Blue,$40K - $60K,53,Single,2121.0
4153,1,718473558,18,F,Blue,Less than $40K,42,Single,8668.0
4160,1,709708233,29,F,Blue,Less than $40K,49,Married,7066.0
4163,1,709178733,36,F,Blue,$40K - $60K,50,Married,5527.0
4179,1,797234508,45,M,Silver,$60K - $80K,51,Single,30899.0
4192,1,715409733,36,F,Blue,Less than $40K,47,Single,2263.0
4202,1,709338633,37,F,Blue,$40K - $60K,56,Single,2339.0
4217,1,717195933,30,M,Blue,$60K - $80K,42,Married,5298.0
4224,1,708801108,51,F,Blue,Less than $40K,57,Single,1438.3
4246,1,711626658,36,F,Blue,Less than $40K,62,Single,1930.0
4255,1,714119283,34,F,Blue,$40K - $60K,42,Single,2516.0
4262,1,799239033,47,F,Blue,$40K - $60K,53,Single,1714.0
4270,1,715514133,31,F,Blue,Less than $40K,44,Married,2184.0
4272,1,794707083,44,M,Blue,$80K - $120K,50,Single,3495.0
4273,1,805313808,47,F,Blue,$40K - $60K,52,Married,8018.0
4274,1,772922883,22,M,Blue,$80K - $120K,41,Married,20543.0
4298,1,807584958,45,M,Blue,$60K - $80K,50,Married,21096.0
4341,1,710533233,29,F,Blue,Less than $40K,38,Married,1438.3
4344,1,716317458,36,F,Blue,Less than $40K,51,Single,4281.0
4358,1,717035283,37,M,Blue,$60K - $80K,46,Single,2445.0
4362,1,718110858,36,M,Blue,$40K - $60K,42,Married,1606.0
4366,1,803113383,49,F,Blue,Less than $40K,55,Single,3292.0
4382,1,712693908,31,M,Blue,$120K +,43,Married,13883.0
4388,1,811475733,48,F,Blue,$40K - $60K,53,Married,3339.0
4393,1,713788083,36,F,Blue,Less than $40K,28,Single,1624.0
4406,1,809599158,43,M,Silver,$80K - $120K,48,Single,34516.0
4414,1,709798908,32,F,Blue,Less than $40K,45,Single,2858.0
4417,1,708084558,38,M,Blue,$80K - $120K,46,Divorced,8258.0
4423,1,719038008,35,F,Blue,Less than $40K,48,Single,1705.0
4435,1,712783083,37,F,Blue,Less than $40K,48,Married,3607.0
4443,1,709444983,30,F,Blue,$40K - $60K,38,Single,2435.0
4445,1,769575783,41,F,Blue,Less than $40K,49,Married,1603.0
4451,1,712257258,36,F,Blue,Less than $40K,50,Single,1457.0
4474,1,778364583,25,F,Blue,Less than $40K,45,Married,5911.0
4486,1,713796033,42,M,Blue,$40K - $60K,47,Married,4738.0
4513,1,721365033,36,M,Blue,$40K - $60K,37,Single,1696.0
4527,1,802243458,42,M,Blue,$40K - $60K,48,Single,2760.0
4541,1,710552733,36,M,Blue,$60K - $80K,42,Married,4963.0
4561,1,714384783,36,F,Blue,Less than $40K,59,Married,2468.0
4562,1,713847858,36,F,Blue,Less than $40K,49,Divorced,1438.3
4567,1,810875958,46,F,Blue,Less than $40K,51,Married,2016.0
4569,1,718766058,36,M,Blue,$80K - $120K,56,Single,1438.3
4593,1,719328858,43,M,Blue,$60K - $80K,56,Married,4535.0
4603,1,718352358,35,F,Blue,Less than $40K,49,Married,1914.0
4615,1,778720533,37,F,Blue,Less than $40K,53,Married,1722.0
4631,1,820276908,37,F,Blue,$40K - $60K,42,Married,4139.0
4642,1,789502308,49,F,Blue,Less than $40K,57,Single,1551.0
4650,1,712864683,30,F,Blue,Less than $40K,42,Single,1438.3
4676,1,708804633,36,F,Blue,Less than $40K,44,Divorced,1916.0
4680,1,769438608,42,F,Blue,Less than $40K,48,Married,1942.0
4688,1,713608383,40,F,Blue,Less than $40K,54,Married,1438.3
4699,1,712807758,39,F,Blue,Less than $40K,47,Single,1438.3
4701,1,824140908,48,M,Blue,$120K +,52,Single,20974.0
4711,1,789358908,43,F,Blue,Less than $40K,53,Married,3573.0
4730,1,709170108,41,F,Blue,$40K - $60K,60,Single,2425.0
4731,1,716056158,51,M,Blue,$60K - $80K,63,Single,11619.0
4735,1,773228133,29,F,Blue,Less than $40K,39,Married,1677.0
4740,1,716625033,36,F,Blue,Less than $40K,32,Single,2761.0
4743,1,716782758,42,M,Blue,$60K - $80K,48,Single,19075.0
4748,1,708809283,33,F,Blue,$40K - $60K,41,Divorced,10360.0
4762,1,768624258,49,F,Blue,Less than $40K,55,Single,1583.0
4774,1,719174433,24,F,Blue,Less than $40K,36,Single,1735.0
4788,1,798481383,34,F,Blue,Less than $40K,40,Married,2694.0
4802,1,770024733,47,F,Blue,$40K - $60K,53,Single,1699.0
4824,1,713229633,30,F,Blue,$40K - $60K,45,Married,2759.0
4844,1,779320008,25,M,Blue,$80K - $120K,43,Married,2900.0
4856,1,788095158,44,M,Blue,$80K - $120K,52,Married,11606.0
4863,1,716855058,38,F,Blue,Less than $40K,49,Married,1757.0
4866,1,709500183,36,F,Blue,Less than $40K,46,Married,1804.0
4878,1,708117933,36,F,Blue,Less than $40K,44,Divorced,1880.0
4887,1,712706058,37,F,Blue,Less than $40K,44,Single,1491.0
4921,1,710674533,34,M,Blue,$60K - $80K,46,Married,15060.0
4926,1,717448383,28,M,Blue,$80K - $120K,41,Single,4428.0
4941,1,781320783,41,M,Blue,$80K - $120K,47,Divorced,4586.0
4951,1,709017258,36,F,Blue,Less than $40K,51,Married,2114.0
4952,1,709161108,33,M,Blue,$60K - $80K,44,Single,2540.0
4965,1,713283933,30,M,Blue,$40K - $60K,42,Married,3032.0
4966,1,714915633,36,M,Blue,$60K - $80K,42,Single,15699.0
4992,1,711918033,17,F,Blue,Less than $40K,37,Married,1468.0
4997,1,719495958,36,F,Blue,Less than $40K,42,Married,2983.0
4999,1,714726858,36,F,Blue,Less than $40K,31,Divorced,4871.0
5002,1,717172308,37,F,Blue,$40K - $60K,45,Married,3304.0
5009,1,804829533,54,M,Blue,$60K - $80K,59,Single,24621.0
5019,1,713041683,36,M,Blue,$120K +,55,Married,4697.0
5025,1,709663608,36,F,Blue,Less than $40K,43,Married,1536.0
5034,1,812411058,44,F,Blue,Less than $40K,49,Single,2094.0
5042,1,715609533,35,F,Blue,Less than $40K,47,Single,5398.0
5043,1,712160058,51,F,Blue,Less than $40K,59,Married,1438.3
5044,1,779130108,15,F,Blue,$40K - $60K,33,Single,1438.3
5057,1,710211783,26,F,Blue,Less than $40K,38,Married,1438.3
5064,1,780496833,43,F,Blue,Less than $40K,56,Single,2846.0
5066,1,789081408,32,F,Blue,Less than $40K,44,Single,1438.3
5085,1,807587433,51,F,Blue,Less than $40K,56,Married,1438.3
5102,1,713949858,36,F,Blue,Less than $40K,39,Married,1438.3
5107,1,779681433,31,F,Blue,$40K - $60K,48,Married,14899.0
5115,1,780038058,22,F,Blue,Less than $40K,38,Single,1556.0
5137,1,713696808,39,F,Blue,Less than $40K,46,Married,1801.0
5142,1,716600733,36,F,Blue,Less than $40K,47,Married,2033.0
5155,1,778959258,32,F,Blue,Less than $40K,51,Married,1438.3
5161,1,709145958,36,F,Blue,Less than $40K,43,Married,2440.0
5177,1,713492583,29,F,Blue,Less than $40K,34,Married,5845.0
5185,1,713114133,23,F,Blue,Less than $40K,42,Single,1443.0
5189,1,709495833,36,F,Blue,Less than $40K,44,Single,1438.3
5212,1,708681708,43,F,Blue,Less than $40K,51,Single,3245.0
5216,1,821724483,43,M,Blue,$40K - $60K,48,Single,11272.0
5236,1,709112508,36,F,Blue,Less than $40K,42,Single,3802.0
5239,1,718160358,39,F,Blue,Less than $40K,51,Married,1438.3
5251,1,826077033,42,F,Blue,Less than $40K,46,Married,2002.0
5253,1,715194183,36,F,Blue,Less than $40K,53,Single,2575.0
5265,1,780292683,41,M,Blue,$120K +,55,Single,24542.0
5275,1,711977508,43,F,Blue,Less than $40K,56,Single,1440.0
5300,1,708731658,41,F,Blue,Less than $40K,53,Married,1438.3
5312,1,715954158,36,M,Blue,$40K - $60K,48,Married,2954.0
5313,1,715499058,36,F,Blue,$40K - $60K,36,Married,1848.0
5323,1,709199358,36,M,Blue,Less than $40K,60,Married,3316.0
5341,1,709283358,29,F,Blue,Less than $40K,43,Married,2895.0
5352,1,710570058,25,F,Blue,Less than $40K,44,Single,3101.0
5372,1,715547058,36,F,Blue,Less than $40K,35,Married,2089.0
5384,1,716107158,20,F,Blue,Less than $40K,32,Single,3983.0
5397,1,718296558,31,F,Blue,$40K - $60K,44,Married,1691.0
5415,1,708154833,27,F,Blue,Less than $40K,39,Single,1438.3
5421,1,714614133,36,F,Blue,Less than $40K,53,Married,2819.0
5460,1,789942033,34,M,Blue,$60K - $80K,43,Single,10573.0
5491,1,712734933,36,F,Blue,Less than $40K,43,Married,4020.0
5503,1,713334483,32,M,Blue,$60K - $80K,46,Single,8766.0
5507,1,713025558,38,F,Blue,Less than $40K,53,Single,1438.3
5513,1,809565183,47,F,Blue,Less than $40K,52,Single,1842.0
5520,1,713685033,33,F,Blue,Less than $40K,44,Married,2417.0
5523,1,720941433,41,F,Blue,Less than $40K,53,Married,1547.0
5530,1,711151383,26,F,Blue,Less than $40K,34,Single,2066.0
5542,1,711267633,40,F,Blue,Less than $40K,50,Divorced,4248.0
5547,1,720963258,40,F,Blue,Less than $40K,52,Married,3474.0
5559,1,709460883,28,F,Blue,Less than $40K,38,Married,1614.0
5562,1,787665258,37,F,Blue,Less than $40K,47,Married,1438.3
5566,1,816850458,28,M,Blue,$60K - $80K,33,Married,1698.0
5602,1,771733608,35,F,Blue,$40K - $60K,47,Married,1438.3
5625,1,720930633,46,F,Blue,Less than $40K,58,Single,1977.0
5632,1,822132858,37,M,Blue,$80K - $120K,41,Married,23250.0
5633,1,713526258,36,M,Blue,$120K +,47,Single,34516.0
5650,1,708692583,31,F,Blue,Less than $40K,44,Single,1506.0
5652,1,713815383,36,M,Blue,$80K - $120K,53,Single,11778.0
5656,1,717450633,36,M,Blue,$60K - $80K,47,Single,1659.0
5662,1,715622508,41,M,Blue,$80K - $120K,52,Married,7904.0
5673,1,712479633,20,F,Blue,Less than $40K,31,Single,1695.0
5694,1,814191333,50,M,Blue,$120K +,55,Divorced,24250.0
5724,1,789923058,44,F,Blue,$40K - $60K,53,Married,1816.0
5753,1,714581358,43,F,Blue,Less than $40K,48,Single,1502.0
5765,1,709711758,32,F,Blue,Less than $40K,45,Divorced,1942.0
5766,1,721137558,28,M,Blue,$40K - $60K,40,Divorced,5821.0
5800,1,714102183,36,M,Blue,$120K +,50,Single,7970.0
5829,1,802673508,51,M,Blue,$120K +,57,Single,8760.0
5838,1,718890933,27,F,Blue,Less than $40K,45,Married,1438.3
5851,1,714006333,36,F,Blue,Less than $40K,42,Married,2128.0
5855,1,709534083,36,F,Blue,Less than $40K,58,Divorced,9909.0
5857,1,708949908,42,M,Blue,$120K +,50,Divorced,1656.0
5874,1,779310033,24,F,Blue,Less than $40K,42,Married,4304.0
5878,1,714192933,36,F,Blue,Less than $40K,55,Single,2060.0
5885,1,714287583,32,F,Blue,Less than $40K,41,Married,1438.3
5886,1,718975083,40,F,Blue,Less than $40K,47,Single,2473.0
5892,1,716570958,36,M,Blue,$60K - $80K,50,Divorced,14409.0
5893,1,710116833,36,F,Blue,$40K - $60K,59,Single,1665.0
5907,1,721527858,40,F,Blue,Less than $40K,52,Married,2003.0
5915,1,712927383,36,F,Blue,Less than $40K,51,Single,1438.3
5919,1,711430908,34,F,Blue,Less than $40K,45,Married,1438.3
5925,1,809849358,50,F,Blue,Less than $40K,55,Divorced,1720.0
5931,1,721228308,39,F,Blue,Less than $40K,47,Married,3899.0
5933,1,708708858,36,F,Blue,Less than $40K,50,Single,2422.0
5938,1,789328083,32,F,Blue,Less than $40K,42,Married,3454.0
5941,1,716421633,36,F,Blue,Less than $40K,43,Married,3523.0
5953,1,789662283,33,F,Blue,Less than $40K,50,Married,2140.0
5958,1,711527508,34,F,Blue,$40K - $60K,46,Married,8583.0
6002,1,712578933,25,F,Blue,$40K - $60K,35,Married,1438.3
6013,1,719073483,38,M,Blue,$80K - $120K,45,Married,9234.0
6018,1,719084358,46,F,Blue,Less than $40K,55,Married,4232.0
6025,1,708412758,36,F,Blue,Less than $40K,33,Single,1457.0
6032,1,713158083,46,M,Blue,$120K +,56,Single,7327.0
6040,1,711939558,36,F,Blue,Less than $40K,37,Single,1534.0
6053,1,711531858,41,F,Blue,Less than $40K,48,Married,2447.0
6064,1,772073508,41,F,Blue,Less than $40K,52,Single,1764.0
6066,1,714477408,36,F,Blue,Less than $40K,36,Married,2977.0
6082,1,711801933,36,F,Blue,$40K - $60K,54,Single,1438.3
